rating,title,text,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,product_category,source_row_id,source_dataset,source_path
5.0,Great coffee/Tea creamer,"I LOVE this product. It smells good, tastes good, and adds real creaminess. A great alternative to dairy creamers. It also adds some creaminess to my fruit smoothies. I highly recommend.",B07ML4R851,B0CCYNZ6FV,AGKHLEW2SOWHNMFQIJGBECAF7INQ,1563855575182,1,True,Grocery_and_Gourmet_Food,37,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
5.0,Good instant coffee,"I have to admit, I had very low expectations of this product due to less than stellar experiences with other instant coffees. I figured that if it's drinkable it will be okay. It's actually very good! It doesn't taste like a fresh cup of french press, but it's pretty tasty and is significantly better than some drip coffees - mellow, not bitter. I bought this to take to work as I don't have access to a coffee pot. The container is huge, but I'll be buying more when I run out.",B00796XQ90,B00UFMK45O,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1536196489930,3,True,Grocery_and_Gourmet_Food,50,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
5.0,great coffee at a great price.,Great coffee at a great price. Shipping was fast as well.,B00LY95FBU,B07LFJF6TR,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1425657220000,0,True,Grocery_and_Gourmet_Food,51,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
5.0,Gum with a burst of energy,Zenergy gum was great especially if you don't feel like drinking a hot cup of coffee. I love the fact it is sugar free and no aspartame. The gum Zenergy also has vitamin bs in it to add to caffeine. The only thing that could improve is taste its ok could be better but not bad. I all would most definitely recommend easily stick in pocket or purse and when you are feeling a little drowsy chew a piece! Recommended!!,B085S4PT6X,B08K3LV5WS,AHGTHCERTEZUXNBLJ5SWHK2CDLXA,1641585317946,3,True,Grocery_and_Gourmet_Food,94,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
2.0,"If you like coffee, keep looking. Would not recommend.","It works fine in the keurig maker. This blend is listed as ""light roast"" but should be listed as ""browned water"".<br />Would be perfect for those who do not like coffee.<br />I will say that Green Mountain Dark Magic cups are fantastic, but this ""flavored coffee"" is one of the worst I have ever had. Now I have a box of disgusting k-cups I will not use. It hardly even produces an aroma. So disappointed given the brand.<br />Keep looking if you want a bold flavored coffee, this is not it.",B076WT9J3X,B09XCRMYVV,AEWJXW46LKSW22FWTGRYTLNE7TGA,1668440917768,0,True,Grocery_and_Gourmet_Food,230,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
3.0,Yuck. But cheap.,"These flavors are awful and all very similar. Weak coffee. If you're looking to have a bunch of cups for little cost, you've found it. Can't give this away!",B07M7PQDH3,B0B9QRHVKV,AEWJXW46LKSW22FWTGRYTLNE7TGA,1603378094157,0,False,Grocery_and_Gourmet_Food,236,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
5.0,Like a cup of cocoa.,I use this with my keurig to heat the water. I love a cup of hot chocolate before bed.,B00281PIBA,B07LDWG6LH,AHLC5H2CEWSAOXOA53VIIROLPZKA,1678915292781,0,True,Grocery_and_Gourmet_Food,277,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
4.0,My favorite coffee creamer,"These are great little creamers, but I’d like to buy a large size, i don’t need the tiny ones…",B00KQWD806,B09G6MRQ9V,AFNT6ZJCYQN3WDIKUSWHJDXNND2Q,1674006788346,0,True,Grocery_and_Gourmet_Food,301,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
4.0,Too expensive and difficult to open but I love them,I use them in my coffee and on my cereal,B003VTHY74,B0BL9KF4SK,AFNT6ZJCYQN3WDIKUSWHJDXNND2Q,1667886480357,0,True,Grocery_and_Gourmet_Food,303,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
4.0,Not mild enough for me,"I wish they made a coffee that's milder than even this one,mi still need to dilute it..",B00U3ODTV0,B0C3KRT7XR,AFNT6ZJCYQN3WDIKUSWHJDXNND2Q,1513807635252,0,True,Grocery_and_Gourmet_Food,319,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
4.0,Great coffee,"This is excellent coffee, I couldn't be happier with it.  It has the mild coffee taste I prefer.",B00I08JK7S,B015ZIH8CE,AFNT6ZJCYQN3WDIKUSWHJDXNND2Q,1453309300000,0,True,Grocery_and_Gourmet_Food,320,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
